#,Date et heure (HST),Température   (°C),Millivolts   (mv),pH   (pH),Détection d’eau,Démarré,Bouton Bas,Bouton Haut,Hôte connecté,Arrêté,Fin du fichier
1,11/20/2024 15:23:53,,,,Entrée,,,,,,
2,11/20/2024 15:24:29,,,,Sortie,,,,,,
3,11/20/2024 15:24:34,,,,Entrée,,,,,,
4,11/22/2024 03:00:00,21.49,158.10,3.60,,Enregistré,,,,,
5,11/22/2024 03:10:00,21.49,158.10,3.60,,,,,,,
6,11/22/2024 03:20:00,21.46,158.10,3.60,,,,,,,
7,11/22/2024 03:30:00,21.44,158.10,3.60,,,,,,,
8,11/22/2024 03:40:00,21.41,158.11,3.60,,,,,,,
9,11/22/2024 03:50:00,21.39,158.11,3.60,,,,,,,
10,11/22/2024 04:00:00,21.37,158.13,3.60,,,,,,,
11,11/22/2024 04:10:00,21.34,158.15,3.60,,,,,,,
12,11/22/2024 04:20:00,21.34,158.13,3.60,,,,,,,
13,11/22/2024 04:30:00,21.34,158.13,3.60,,,,,,,
14,11/22/2024 04:40:00,21.34,158.11,3.60,,,,,,,
15,11/22/2024 04:50:00,21.34,158.08,3.60,,,,,,,
16,11/22/2024 05:00:00,21.37,158.07,3.60,,,,,,,
17,11/22/2024 05:10:00,21.37,158.04,3.60,,,,,,,
18,11/22/2024 05:20:00,21.39,158.00,3.60,,,,,,,
19,11/22/2024 05:30:00,21.39,157.99,3.60,,,,,,,
20,11/22/2024 05:40:00,21.41,157.97,3.60,,,,,,,
21,11/22/2024 05:50:00,21.41,157.96,3.60,,,,,,,
22,11/22/2024 06:00:00,21.41,157.96,3.60,,,,,,,
23,11/22/2024 06:10:00,21.41,157.96,3.60,,,,,,,
24,11/22/2024 06:20:00,21.41,157.97,3.60,,,,,,,
25,11/22/2024 06:30:00,21.39,157.99,3.60,,,,,,,
26,11/22/2024 06:40:00,21.39,158.00,3.60,,,,,,,
27,11/22/2024 06:50:00,21.37,158.02,3.60,,,,,,,
28,11/22/2024 07:00:00,21.34,158.04,3.60,,,,,,,
29,11/22/2024 07:10:00,21.32,158.05,3.60,,,,,,,
30,11/22/2024 07:20:00,21.29,158.07,3.60,,,,,,,
31,11/22/2024 07:30:00,21.29,158.07,3.60,,,,,,,
32,11/22/2024 07:40:00,21.29,158.07,3.60,,,,,,,
33,11/22/2024 07:50:00,21.29,158.05,3.60,,,,,,,
34,11/22/2024 08:00:00,21.32,158.02,3.60,,,,,,,
35,11/22/2024 08:10:00,21.32,158.00,3.60,,,,,,,
36,11/22/2024 08:20:00,21.34,157.97,3.60,,,,,,,
37,11/22/2024 08:30:00,21.34,157.96,3.60,,,,,,,
38,11/22/2024 08:40:00,21.37,157.93,3.60,,,,,,,
39,11/22/2024 08:50:00,21.37,157.93,3.60,,,,,,,
40,11/22/2024 09:00:00,21.39,157.91,3.60,,,,,,,
41,11/22/2024 09:10:00,21.39,157.91,3.60,,,,,,,
42,11/22/2024 09:20:00,21.37,157.93,3.60,,,,,,,
43,11/22/2024 09:30:00,21.37,157.94,3.60,,,,,,,
44,11/22/2024 09:40:00,21.34,157.96,3.60,,,,,,,
45,11/22/2024 09:50:00,21.34,157.97,3.60,,,,,,,
46,11/22/2024 10:00:00,21.32,157.99,3.60,,,,,,,
47,11/22/2024 10:10:00,21.29,158.00,3.60,,,,,,,
48,11/22/2024 10:20:00,21.27,158.02,3.60,,,,,,,
49,11/22/2024 10:30:00,21.27,158.02,3.60,,,,,,,
50,11/22/2024 10:40:00,21.27,158.02,3.60,,,,,,,
51,11/22/2024 10:50:00,21.27,158.02,3.60,,,,,,,
52,11/22/2024 11:00:00,21.27,157.99,3.60,,,,,,,
53,11/22/2024 11:10:00,21.29,157.97,3.60,,,,,,,
54,11/22/2024 11:20:00,21.32,157.94,3.60,,,,,,,
55,11/22/2024 11:30:00,21.32,157.91,3.60,,,,,,,
56,11/22/2024 11:40:00,21.34,157.88,3.60,,,,,,,
57,11/22/2024 11:50:00,21.37,157.85,3.60,,,,,,,
